fid             , centroid_lat         , centroid_lon      , phaq, phkc, area    , county                                                                         , county_iso
ken_soil_ph.458 , 2.7056324010456225   , 36.299601404325145,  8.2,  6.9, 0.004033, Marsabit                                                                       , KE-25
ken_soil_ph.459 , 2.7421361212310416   , 38.580289594188535,  8.2,  6.5, 0.00461 , Marsabit                                                                       , KE-25
ken_soil_ph.465 , 2.667035776642471    , 36.099867409293616,  8.0,  6.9, 0.006394, Turkana                                                                        , KE-43
ken_soil_ph.466 , 2.7082719744676824   , 38.69314092717974 ,  8.2,  6.5, 0.003286, Marsabit                                                                       , KE-25
ken_soil_ph.467 , 2.6441823354806844   , 37.3651425828338  ,  8.0,  6.9, 0.02953 , Marsabit                                                                       , KE-25
ken_soil_ph.468 , 2.6974228547267116   , 36.134459519789154,  9.0,  6.6, 0.002135, Turkana                                                                        , KE-43
ken_soil_ph.473 , 2.593762195474658    , 35.318584148892135,  8.3,  7.0, 0.024603, West Pokot                                                                     , KE-47
ken_soil_ph.474 , 2.231808258397885    , 36.41889996392453 ,  7.6,  7.0, 0.036624, Turkana                                                                        , KE-43
ken_soil_ph.480 , 2.591168568348714    , 35.79549751243292 ,  8.4,  6.7, 0.015666, Turkana                                                                        , KE-43
ken_soil_ph.481 , 2.657273192494287    , 37.47443729589803 ,  9.2,  8.2, 0.004808, Marsabit                                                                       , KE-25
ken_soil_ph.484 , 1.4180831019984317   , 36.525334082008975,  7.6,  7.0, 0.283057, Turkana                                                                        , KE-43
ken_soil_ph.487 , 2.467753781125216    , 37.31604152177313 ,  8.0,  6.9, 0.080281, Marsabit                                                                       , KE-25
ken_soil_ph.488 , 2.667337538059036    , 38.595658161562625,  8.2,  6.5, 0.002537, Marsabit                                                                       , KE-25
ken_soil_ph.491 , 2.3641645137528546   , 35.269033001337   ,  8.8,  6.8, 0.049276, West Pokot                                                                     , KE-47
ken_soil_ph.492 , 2.6532312348579716   , 37.48701265022073 ,  7.7,  6.9, 0.003272, Marsabit                                                                       , KE-25
ken_soil_ph.495 , 2.585477978094325    , 37.49165090331131 ,  8.0,  6.9, 0.01648 , Marsabit                                                                       , KE-25
ken_soil_ph.504 , 2.622566540795028    , 35.062072833017915,  8.8,  6.8, 0.000919, Turkana                                                                        , KE-43
ken_soil_ph.506 , 2.581762434588327    , 35.08872766704229 ,  8.8,  6.8, 0.002874, West Pokot                                                                     , KE-47
ken_soil_ph.507 , 2.394374360299169    , 37.54961311595161 ,  7.8,  6.9, 0.008061, Marsabit                                                                       , KE-25
ken_soil_ph.510 , 2.437520899799731    , 37.09949213568054 ,  8.3,  7.0, 0.032866, Marsabit                                                                       , KE-25
ken_soil_ph.511 , 2.577626759741009    , 37.58497570203576 ,  7.4,  6.4, 0.003201, Marsabit                                                                       , KE-25
ken_soil_ph.514 , 2.5291453923174845   , 36.11688268933022 ,  8.5,  7.3, 0.007942, Turkana                                                                        , KE-43
ken_soil_ph.516 , 2.500114908507891    , 37.64255478004072 ,  9.2,  8.2, 0.004387, Marsabit                                                                       , KE-25
ken_soil_ph.519 , 2.593594144140331    , 38.56547159612121 ,  8.2,  6.5, 0.001641, Marsabit                                                                       , KE-25
ken_soil_ph.520 , 2.5715145278278073   , 39.52967787959201 ,  7.0,  5.8, 0.002041, Wajir                                                                          , KE-46
ken_soil_ph.525 , 2.5550263461753113   , 37.4089013203845  ,  9.2,  8.2, 0.003135, Marsabit                                                                       , KE-25
ken_soil_ph.526 , 2.4711910036513225   , 35.83370173407527 ,  8.0,  6.9, 0.004873, Turkana                                                                        , KE-43
ken_soil_ph.527 , 2.4835644598056383   , 36.70590219035947 ,  7.8,  7.0, 0.003303, Marsabit                                                                       , KE-25
ken_soil_ph.528 , 2.467448527345545    , 36.85458694242441 ,  8.2,  6.9, 0.010864, Marsabit                                                                       , KE-25
ken_soil_ph.529 , 2.552030383940353    , 37.40787708360245 ,  7.7,  6.9, 0.001866, Marsabit                                                                       , KE-25
ken_soil_ph.531 , 2.304983888088232    , 37.99945333376349 ,  6.7,  5.5, 0.112396, Marsabit                                                                       , KE-25
ken_soil_ph.534 , 2.5415828222030354   , 37.47321554732386 ,  9.2,  8.2, 0.001108, Marsabit                                                                       , KE-25
ken_soil_ph.537 , 2.5381143440617957   , 37.47362876423083 ,  7.7,  6.9, 0.000262, Marsabit                                                                       , KE-25
ken_soil_ph.539 , 2.514210911465004    , 35.36725225435309 ,  8.4,  6.7, 0.000617, West Pokot                                                                     , KE-47
ken_soil_ph.540 , 2.525379056865951    , 37.57797970222174 ,  9.2,  8.2, 0.000899, Marsabit                                                                       , KE-25
ken_soil_ph.541 , 2.4528959065362166   , 35.98249618714024 ,  8.8,  6.8, 0.00856 , Turkana                                                                        , KE-43
ken_soil_ph.542 , 2.5112567305507496   , 37.53269270399894 ,  7.4,  6.4, 0.002032, Marsabit                                                                       , KE-25
ken_soil_ph.543 , 2.517308363474863    , 37.580849988193876,  7.7,  6.9, 0.000279, Marsabit                                                                       , KE-25
ken_soil_ph.544 , 2.4891194113270703   , 36.194065090704946,  8.5,  7.3, 0.002452, Turkana                                                                        , KE-43
ken_soil_ph.545 , 1.9937220566659621   , 39.08952429835594 ,  7.8,  6.9, 0.037728, Wajir                                                                          , KE-46
ken_soil_ph.546 , 2.4978229011973485   , 36.13128064245983 ,  8.2,  6.9, 0.001764, Turkana                                                                        , KE-43
ken_soil_ph.548 , 2.1132083796234515   , 35.54568595364478 ,  8.3,  7.0, 0.046125, Turkana                                                                        , KE-43
ken_soil_ph.552 , 2.4297708870886514   , 36.03688713380075 ,  8.3,  7.0, 0.007695, Turkana                                                                        , KE-43
ken_soil_ph.557 , 2.439548286301736    , 35.362680463350486,  8.4,  6.7, 0.002104, West Pokot                                                                     , KE-47
ken_soil_ph.562 , 2.3221945567412168   , 35.084390310214225,  5.3,  4.3, 0.017905, West Pokot                                                                     , KE-47
ken_soil_ph.564 , 2.232599740495624    , 35.361376764433494,  8.3,  7.0, 0.036875, West Pokot                                                                     , KE-47
ken_soil_ph.565 , 2.1777303456019785   , 39.0382279052377  ,  8.0,  6.9, 0.053296, Wajir                                                                          , KE-46
ken_soil_ph.567 , 2.294927270790601    , 36.03237535400464 ,  9.2,  8.2, 0.015173, Turkana                                                                        , KE-43
ken_soil_ph.570 , 2.101852741424285    , 35.03779627505048 ,  6.5,  5.5, 0.047556, West Pokot                                                                     , KE-47
ken_soil_ph.572 , 2.3706214245266395   , 35.912672293697604,  9.2,  8.2, 0.003471, Turkana                                                                        , KE-43
ken_soil_ph.573 , 2.3183026594101177   , 39.46035380157303 ,  8.0,  6.9, 0.003729, Wajir                                                                          , KE-46
ken_soil_ph.574 , 1.9365178153412541   , 39.63228681738578 ,  8.0,  6.9, 0.095044, Wajir                                                                          , KE-46
